0.0001	0.0001	0	0	0	0	0	0	0	0
9.94065	9.93306	10.6151	10.6075	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
16.4155	-10.0536	20.2517	-17.0359	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
18.1845	12.1141	20.1172	22.7215	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
20.6786	-8.6222	19.5697	-16.2974	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
21.5562	12.2027	16.7272	19.5841	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
23.2941	-5.71229	14.5717	-11.3373	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
23.3869	10.9615	11.4315	14.2119	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
25.5316	-0.877084	8.78382	-5.28881	19.363	3.87122	18.923	3.74161	2.61382	0.95648
24.49	8.87856	4.91237	5.11836	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
26.3929	4.577	3.12565	1.23325	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
27.1383	7.85809	2.4531	0.801132	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.6545	8.26723	2.83668	0.657215	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
32.0063	9.50058	2.44274	1.27634	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.8377	10.9507	2.8349	1.314	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.551	12.3022	2.71328	1.36159	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.0417	13.6623	2.55849	1.4069	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.6384	15.0173	2.74746	1.42599	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.5375	16.4785	2.82327	1.42504	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.0611	17.6174	2.44066	1.13591	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.5833	18.7873	2.62234	1.20644	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.3744	19.8467	2.60665	1.01245	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
55.8783	20.9596	2.45823	1.07458	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.5119	21.9856	2.64916	1.04599	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.9226	22.7529	2.4515	0.810508	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.5671	23.6533	2.46106	0.85558	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
65.911	24.0627	2.18796	0.43494	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.4994	24.5313	2.56455	0.537982	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.8212	24.7645	2.20341	0.224406	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
73.0373	25.013	2.15719	0.233221	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.0538	25.1692	2.02943	0.158111	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
77.0386	25.276	1.73614	0.0471254	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
79.0419	25.0375	1.92883	-0.14984	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
81.0077	24.8259	1.6962	-0.228449	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
82.5513	24.7627	1.52063	-0.135089	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
84.2284	24.4026	1.66215	-0.285263	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
85.9083	23.8243	1.50692	-0.528321	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
87.4815	23.4201	1.36538	-0.438051	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
88.5941	22.9594	1.2119	-0.471304	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
89.7428	22.4768	1.0121	-0.513002	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
90.8282	22.067	1.14276	-0.42006	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
91.9891	21.5534	1.04779	-0.504729	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964
93.1894	21.0508	1.08531	-0.496689	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
93.9505	20.5322	0.86527	-0.54356	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919
94.6293	19.9142	0.75671	-0.606825	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
95.5356	19.5095	0.926853	-0.443436	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
96.504	18.9186	0.884105	-0.554977	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589
97.4938	18.2187	0.99232	-0.640146	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
98.4021	18.0024	0.84585	-0.362377	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023
99.151	17.3473	0.93625	-0.517173	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278
100.282	16.8913	0.998815	-0.458152	100.441	16.9521	100.117	17.0001	0.944242	-0.512134
101.211	16.4353	0.944174	-0.462921	101.169	16.4353	101.065	16.497	0.991362	-0.513687
102.137	15.8737	1.00864	-0.522462	102.081	15.8359	102.063	15.9949	1.04911	-0.512803
102.968	15.1977	1.02803	-0.634643	102.776	15.1195	103.119	15.4967	1.11708	-0.508169
103.991	14.7205	1.20501	-0.52332	103.905	14.7607	104.244	15.0064	1.19469	-0.498349
105.274	14.0567	1.26488	-0.611203	105.316	14.0026	105.447	14.5293	1.28111	-0.481861
106.511	14.0359	1.39625	-0.216927	106.439	14.2401	106.737	14.0724	1.37529	-0.457255
108.061	13.7446	1.56472	-0.266516	108.131	13.6844	108.122	13.644	1.47592	-0.423202
109.483	13.2469	1.4537	-0.421112	109.388	13.1556	109.606	13.2536	1.58144	-0.378583
111.261	12.894	1.76249	-0.334663	111.426	12.9557	111.196	12.9118	1.69008	-0.322574
112.902	12.752	1.74079	-0.215973	112.797	12.8241	112.893	12.6299	1.7999	-0.254723
114.819	12.3918	1.89189	-0.303978	114.916	12.3187	114.699	12.4195	1.90891	-0.175007
116.857	12.073	2.15019	-0.294818	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683
118.913	12.2295	2.11083	-0.0174128	118.85	12.4063	118.628	12.2586	2.11648	0.0177712
120.988	12.1813	2.13844	-0.0243099	120.934	12.1905	120.743	12.3289	2.21139	0.128528
123.168	12.5932	2.2908	0.254808	123.142	12.7694	122.95	12.5114	2.29835	0.246599
125.47	12.9322	2.49391	0.341383	125.376	12.9964	125.242	12.8125	2.37624	0.369827
127.717	13.1755	2.40769	0.31211	127.506	13.153	127.609	13.2365	2.44434	0.495787
130.231	13.6828	2.42226	0.42214	130.334	13.781	130.042	13.7853	2.50232	0.621879
132.569	14.262	2.50063	0.538584	132.447	14.3423	132.53	14.458	2.55028	0.74543
135.11	14.7034	2.54391	0.482392	135.127	14.6575	135.066	15.2513	2.58865	0.863795
137.704	16.1055	2.78079	1.03999	137.653	16.5145	137.639	16.1592	2.61821	0.974442
140.379	17.3768	2.71115	1.19483	140.305	17.5379	140.242	17.1733	2.63994	1.07503
142.844	18.2287	2.60399	1.08008	142.626	18.1458	142.868	18.2829	2.65497	1.16346
145.681	19.3279	2.84088	1.09795	145.789	19.3785	145.51	19.4754	2.66445	1.23795
148.258	20.7754	2.56084	1.28068	148.146	20.9376	148.163	20.7364	2.66951	1.29702
150.789	21.8651	2.74428	1.24063	150.649	21.8148	150.825	22.0502	2.67111	1.33953
153.476	22.9765	2.64546	1.16107	153.466	22.9115	153.491	23.3999	2.66999	1.3647
156.013	24.7419	2.47024	1.47084	156.009	25.0678	156.159	24.7682	2.66666	1.37208
158.839	26.285	2.88003	1.49562	159.014	26.1903	158.827	26.1372	2.66127	1.36157
161.53	27.8091	2.51318	1.46273	161.529	27.8454	161.493	27.4891	2.65371	1.33344
164.098	29.3025	2.58877	1.48443	164.116	29.315	164.155	28.8064	2.64354	1.28825
166.735	30.0872	2.6016	1.11936	166.748	29.7121	166.809	30.0721	2.63006	1.22694
169.35	30.9131	2.6326	0.963656	169.345	30.7063	169.452	31.2706	2.61238	1.15075
172.074	32.3345	2.69119	1.22124	172.135	32.6666	172.079	32.3873	2.58945	1.06126
174.546	33.7633	2.40171	1.301	174.474	33.9157	174.685	33.4095	2.56021	0.960341
177.094	34.2869	2.40777	0.880331	177.211	33.8467	177.261	34.3262	2.52363	0.850119
179.517	35.3162	2.3667	0.955744	179.543	35.4767	179.799	35.1289	2.47883	0.732949
181.96	36.2612	2.34698	0.938501	182.047	36.2626	182.292	35.8114	2.42515	0.611338
184.558	36.5065	2.2457	0.535176	184.833	36.1451	184.73	36.37	2.36226	0.487877
187.131	36.8308	2.45432	0.480061	187.296	36.9375	187.103	36.804	2.29017	0.365145
189.622	37.0326	2.25084	0.316856	189.738	36.951	189.401	37.1147	2.20928	0.245623
191.729	37.2211	2.06785	0.221028	191.682	37.1147	191.615	37.3064	2.12037	0.131591
193.637	37.4422	1.92438	0.199629	193.555	37.4234	193.738	37.3853	2.02462	0.0250452
195.5	37.5411	1.78392	0.129199	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
197.477	37.4355	1.93912	0.0307227	197.582	37.303	197.683	37.2395	1.81869	-0.159495
199.315	37.3741	1.64689	-0.0543541	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
200.92	37.406	1.54166	-0.0258487	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
202.511	37.2978	1.3683	-0.098181	202.65	37.2445	202.801	36.4212	1.50137	-0.353671
203.875	36.654	1.4619	-0.349244	203.809	36.2941	204.294	36.0343	1.40095	-0.396497
