8.44818	0.251553	0	0	8.44818	0.251553	8.45	0.25	-3.00027	0
8.4558	0.253991	0.0692491	0.0221468	8.45582	0.253997	8.45	0.25	0	0
8.24379	0.249311	-1.85409	-0.0398534	8.23962	0.24916	8.25	0.25	-1.81978	0
7.88226	0.176274	-2.8546	-0.43095	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.55785	0.151341	-3.02121	-0.353621	7.54016	0.159641	7.55	0.15	-2.99982	0
7.29784	0.0643819	-2.76675	-0.520003	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.02769	-0.026697	-2.65905	-0.625118	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.79581	-0.180847	-2.47412	-0.879135	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.59542	-0.36328	-2.33044	-1.15963	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.45718	-0.560153	-2.03671	-1.40118	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.34296	-0.876174	-1.69493	-1.88857	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.20518	-1.16413	-1.54342	-2.13132	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.19831	-1.52383	-1.03558	-2.51084	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.16794	-1.85806	-0.806847	-2.76233	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.21051	-2.1827	-0.421755	-2.90901	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.25436	-2.52615	-0.140087	-2.97963	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.33449	-2.8483	0.157837	-2.96311	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.39402	-3.14707	0.294344	-2.9698	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.48463	-3.46569	0.476151	-2.94685	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.64743	-3.77286	0.820336	-2.89495	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.79856	-4.07532	1.00978	-2.84545	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.92641	-4.36702	1.06214	-2.78131	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
7.04206	-4.61287	1.05883	-2.60065	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.153	-4.88065	1.04128	-2.54463	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.28584	-5.1573	1.09846	-2.5352	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.42706	-5.44458	1.16163	-2.55977	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.5991	-5.69715	1.29984	-2.47283	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.73809	-5.96151	1.28776	-2.45038	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.91055	-6.22404	1.4238	-2.5028	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.11232	-6.47728	1.56443	-2.43564	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.26937	-6.74648	1.51766	-2.4397	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.44052	-6.98707	1.53129	-2.35649	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
